Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	MsgType
9.59	gNB PHY Txed	959	0	0	1	0	0	MIB
9.595	gNB PHY Txed	959	5	0	1	0	0	SIB1
9.6	gNB PHY Txed	960	0	0	1	0	0	MIB
9.605	gNB PHY Txed	960	5	0	1	0	0	SIB1
9.61	gNB PHY Txed	961	0	0	1	0	0	MIB
9.615	gNB PHY Txed	961	5	0	1	0	0	SIB1
9.62	gNB PHY Txed	962	0	0	1	0	0	MIB
9.625	gNB PHY Txed	962	5	0	1	0	0	SIB1
9.63	gNB PHY Txed	963	0	0	1	0	0	MIB
9.635	gNB PHY Txed	963	5	0	1	0	0	SIB1
9.64	gNB PHY Txed	964	0	0	1	0	0	MIB
